budget_ms,success,latency_ms,zkp_rate,zkp_overhead_ms,silent_corruption,budget_violation
2,93.03,86.00701726899993,0.0,0.0,1.9925000000000002,0.0
4,93.03,86.00701726899993,0.0,0.0,1.9925000000000002,0.0
5,92.93,86.48919671200443,7.390000000000001,0.3516842826396104,1.845,0.0
6,92.6275,87.37078904853561,22.794999999999998,1.2007613277439562,1.1625,0.0
7,92.38250000000001,88.23565545358508,38.892500000000005,2.2472587198436718,0.48250000000000004,0.0
8,92.30499999999999,88.70354981378992,47.660000000000004,2.883682144359539,0.095,0.0
10,92.30499999999999,88.70354981378992,47.660000000000004,2.883682144359539,0.095,0.0
12,92.30499999999999,88.70354981378992,47.660000000000004,2.883682144359539,0.095,0.0
