n_vehicles,contenders,p_coll,mac_delay_ms,success_contention,success_ideal,latency_contention,latency_ideal
30,2.2470699999999684,14.918932670656698,0.24880024448085164,93.66749999999999,93.93750000000001,77.97196096290895,64.51803362795349
45,2.8044537500000137,20.820264040701616,0.3115450490672208,93.2375,94.1025,83.75926728555056,65.23910430478324
60,3.3738550000000367,26.425377957838634,0.3924691121234284,92.30499999999999,94.2775,88.70354981378992,66.253166402566
75,3.930936250000007,31.540294605161233,0.48887463142878634,91.27000000000001,94.44000000000001,91.80554968501889,66.59015854408649
90,4.491853749999994,36.31216118803423,0.6066370021426464,88.9325,94.4725,93.87310528009547,66.47186793257524
105,5.061433749999994,40.82767555193759,0.7467293550532199,87.8975,94.63,94.86883517991039,67.2796683821834
120,5.6099212499999815,44.89719610669531,0.900517578447652,86.69,94.58500000000001,95.97660788328048,67.86996898923158
