kappa,success,latency_ms,deadline_miss,contact_break,offload_ratio
1.0,91.16749999999999,88.48602006637029,6.1225,1.6024999999999998,50.3875
0.9,91.435,88.72069013103287,6.055000000000001,1.4324999999999999,50.010000000000005
0.8,91.67999999999999,88.73138304099112,6.0075,1.2275,49.677499999999995
0.7,91.81249999999999,88.93761877633008,5.9375,1.1300000000000001,49.052499999999995
0.6,91.965,89.05551702730136,5.8175,1.0550000000000002,48.33
